h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.999999888431818,0.999999887401807,0.999999891044749,0.999999888865242,0.999999891044749,0.999999888431818,0.99999988984957,0.999999889882598,0.999999893196564,0.999999892803002,0.999999893196564,0.999999891797846,0.999999891566507,0.999999890830876,0.99999989124496,0.999999893196564,0.999999801395319,0.999999802051407,0.999999797986103,0.999999805194312,0.999999801788375,0.999999800950192,0.99999988876317,0.99999988703499
1.00000002622448,1.0000000265991,1.00000004215239,1.00000003762292,1.00000004215239,1.00000002622448,0.999999906493525,0.999999897007547,0.999999897544127,0.999999891456211,0.999999897544127,0.999999894082158,0.999999897083641,0.999999897511031,0.999999897511566,0.999999897544127,0.999999893353595,0.999999883248893,0.999999846585518,0.999999875860035,0.99999987696479,0.999999897215867,0.999999900383161,1.00000002720464
0.999999813590536,0.999999811937317,0.999999862952781,0.999999850726889,0.999999862952781,0.999999813590536,0.999999801106256,0.99999976676166,0.999999771060902,0.999999741962135,0.999999771060902,0.999999753982566,0.999999767645583,0.999999769427758,0.999999769563586,0.999999771060902,0.999999678962473,0.999999644135504,0.999999196305395,0.999999274624359,0.99999957881027,0.999999696607094,0.999999779560464,0.999999802852739
0.999999892841777,0.999999893296795,0.99999992883014,0.999999916877387,0.99999992883014,0.999999892841777,0.999999883422738,0.999999865672459,0.999999863284021,0.999999849158511,0.999999863284021,0.999999856789174,0.999999864458806,0.999999866569467,0.999999866102766,0.999999863284021,0.99999974425823,0.999999720838905,0.999999560332648,0.999999630559032,0.999999691454385,0.999999752432563,0.99999987254997,0.999999885432362
0.999999899008917,0.999999899804151,0.999999948758059,0.999999932561541,0.999999948758059,0.999999899008917,0.999999886088496,0.999999870241676,0.99999987015655,0.999999847851375,0.99999987015655,0.999999859165535,0.99999986993747,0.999999871949064,0.999999871641339,0.99999987015655,0.999999699554373,0.999999637895359,0.999998890654953,0.999998924523731,0.999999553589058,0.999999725240414,0.999999875986844,0.999999888987719
0.999999621205579,0.999999602940323,0.999999763005736,0.999999803107481,0.999999763005736,0.999999621205579,0.999998992505922,0.363766484633687,0.200003980691173,0.200001156795416,0.200003980691173,0.200004259635619,0.200041410657062,0.200059718214305,0.200047510613751,0.200003980691173,0.200000624372715,0.200000398945571,0.200000260103797,0.200000400957305,0.200000308176224,0.200000987240574,0.999996478799079,0.999999351065072
0.999999402905974,0.999999446205994,0.999999711781342,0.999999769752094,0.999999711781342,0.999999402905974,0.999996347325644,0.200001036449444,0.20000072980949,0.200000508745741,0.20000072980949,0.200000548103494,0.200000915968812,0.200001008294384,0.200000967230941,0.20000072980949,0.200000335495049,0.200000215749444,0.200000180917398,0.200000264127253,0.200000209321291,0.200000502056321,0.200002434189518,0.999998736218904
0.999999879314949,0.9999998738306,0.999999942597291,0.999999930099795,0.999999942597291,0.999999879314949,0.999999863446799,0.999999758273137,0.999999611276465,0.999999575920353,0.999999611276465,0.999999624577418,0.999999712793253,0.999999744245474,0.999999731760517,0.999999611276465,0.999998892913916,0.999996945552925,0.858177099301668,0.436463121807327,0.999996525785883,0.999999325161684,0.999999823212235,0.999999867259843
0.999999885098303,0.999999876811528,0.999999954060379,0.999999939802365,0.999999954060379,0.999999885098303,0.999999847226901,0.999999564310098,0.999999628400522,0.999999675710609,0.999999628400522,0.999999550400403,0.999999594786467,0.999999574914375,0.99999958577746,0.999999628400522,0.999996838563213,0.200001761698982,0.200001155157905,0.200001021445345,0.200001581186791,0.99999862326243,0.999999745128877,0.999999862614974
1.00000003620322,1.00000003889935,1.00000008468314,1.00000007733423,1.00000008468314,1.00000003620322,0.999999823475044,0.999999553152306,0.999999469617376,0.999999476808356,0.999999469617376,0.99999946125398,0.999999554895965,0.999999559213127,0.999999560277708,0.999999469617376,0.999998082223485,0.538824803711693,0.200002784171803,0.200001480909106,0.386553926125313,0.999999092245281,0.999999716722305,0.999999840478434
0.999999840275082,0.99999983783509,0.999999938467829,0.99999993456886,0.999999938467829,0.999999840275082,0.999999691458569,0.99999891239158,0.99999787741771,0.999997745918811,0.99999787741771,0.999998130837604,0.999998867946793,0.999998933394783,0.999998922471448,0.99999787741771,0.596966372396567,0.200000469328881,0.20000038927139,0.20000046563563,0.200000450023016,0.999995516516556,0.999999447189244,0.999999751896474
