Case,Qg_frac,rho,u_min,N_ES_max,Feasible_volt,N_ES_sel,ES_Buses,Vmin_pu,WorstBus,TotalLoss_pu,MeanCurt,MaxCurt,TotalVoltSlack,TotalQg_pu,SolCode,SolTime_s
ES_Qg75,0.75,0.5,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.925333432029849,18,0.14088464289493,0.994404802669644,1,2.61046934487013,0.544642648134128,0,1.2961631
Qg_full_ES,1,0.5,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.926374373190139,18,0.142453080515633,0.972743120401092,1,2.47475930373016,0.646897511384429,0,1.2399851
ES_only,0,0.5,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.922443513701104,18,0.195978639486394,0.781931250836661,1,2.97987580794805,0,0,1.0262428
ES_Qg25,0.25,0.5,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.923493859739817,18,0.183697564985454,0.776013058668579,1,2.84325348173068,0.126541311890928,0,1.0526765
ES_Qg50,0.5,0.5,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.924540932002914,18,0.180176905309435,0.780446546205718,1.00000004378553,2.70693915475059,0.269363140133272,0,0.9912809
ES_Qg75,0.75,0.5,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.925584754715332,18,0.17558827009639,0.771571152011857,1,2.57093329120212,0.418453313497689,0,1.0431852
Qg_full_ES,1,0.5,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.926625362465933,18,0.176824273243667,0.767793790011857,1.00000026073423,2.43750564139205,0.57082288219321,0,0.9897583
ES_only,0,0.5,0.2,4,0,4,[8 14 30 32],0.856453535023454,18,0.468747101255674,0.791693029589812,0.8,17.9699270408072,0,0,1.2608571
ES_Qg25,0.25,0.5,0.2,4,0,4,[8 14 30 32],0.857637800834836,18,0.541254974433812,0.753742174361526,0.800022621909604,17.4689658411004,0.177274791818136,0,1.269613
ES_Qg50,0.5,0.5,0.2,4,0,4,[8 14 30 32],0.858816202951003,18,0.499455783167378,0.741903280495193,0.800004358401771,16.9697327198824,0.352959809746503,0,1.3114561
ES_Qg75,0.75,0.5,0.2,4,0,4,[8 14 30 32],0.859990705130467,18,0.451690180053379,0.745323663764642,0.800000811370607,16.4715042476637,0.52949730994358,0,1.3336795
Qg_full_ES,1,0.5,0.2,4,0,4,[8 14 30 32],0.861161015775929,18,0.436800562826171,0.778972999253772,0.8,15.9744111631083,0.715707352745645,0,1.1959171
ES_only,0,0.5,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.872691907558437,18,0.387028759155543,0.7644668790935,0.800001769979173,13.0373656148116,0,0,1.1746613
ES_Qg25,0.25,0.5,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.873838319422975,18,0.37714317412298,0.796510783484633,0.8,12.589876437755,0.17767736382788,0,1.2799249
ES_Qg50,0.5,0.5,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.874980692630883,18,0.367169835054649,0.782981244522502,0.8,12.1461778582451,0.359465715500752,0,1.3258059
ES_Qg75,0.75,0.5,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.876119060868022,18,0.360797820731809,0.788455427913116,0.800000863241441,11.709294815473,0.551788762253398,0,1.2865602
Qg_full_ES,1,0.5,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.877253387883016,18,0.354123339467965,0.795962407633662,0.800000287770059,11.2847617786567,0.738278249529541,0,1.3909699
ES_only,0,0.5,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.886808118210158,18,0.347839844880861,0.745093341388074,0.8,10.1741610811898,0,0,1.1540042
ES_Qg25,0.25,0.5,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.887926755006832,18,0.341750189653376,0.775832657250112,0.800000127803186,9.76700504771917,0.176599139787291,0,1.3021803
ES_Qg50,0.5,0.5,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.889041573615027,18,0.330045887753059,0.778663068110327,0.800000163076141,9.39579956532873,0.360290468230256,0,1.4702638
ES_Qg75,0.75,0.5,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.890152584087025,18,0.327280624712283,0.775991442456758,0.8,9.05057956029471,0.540304014414545,0,1.2252866
Qg_full_ES,1,0.5,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.891259829227658,18,0.318018995945444,0.780559188153767,0.800001165013211,8.71367960915912,0.731168142722238,0,1.2126289
ES_only,0,0.5,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.894241205734252,18,0.28829472866756,0.739699788414237,0.800000104937448,8.13966866787737,0,0,1.2127741
ES_Qg25,0.25,0.5,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.895345578831209,18,0.278789954912037,0.768917339372945,0.800001514802628,7.82010096296197,0.166955871287574,0,1.2502386
ES_Qg50,0.5,0.5,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.89644628285347,18,0.277872328732836,0.757278209304352,0.800002933332877,7.50335924035932,0.33445385309442,0,1.4367326
ES_Qg75,0.75,0.5,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.897543220344079,18,0.264187184208862,0.775297185925045,0.800001443265368,7.20559311095898,0.520251742700684,0,1.5448232
Qg_full_ES,1,0.5,0.2,16,0,16,[7 8 10 12 13 14 15 16 17 18 24 25 29 30 31 32],0.899608962085264,18,0.258584147740521,0.778867111744992,0.8,6.96405191894418,0.701710053692011,0,1.2056836
ES_only,0,0.5,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.900657549610914,18,0.254083610544937,0.782338819599033,0.8,6.73327606941825,0,0,1.2798033
ES_Qg25,0.25,0.5,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.901749992917668,18,0.250053122773676,0.776974911363806,0.800000217614737,6.46514018557738,0.167006957037624,0,1.2610279
ES_Qg50,0.5,0.5,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.90283882354405,18,0.24321905382052,0.780671689706323,0.8,6.25208637131406,0.345022225742514,0,1.2323174
ES_Qg75,0.75,0.5,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.903924067490117,18,0.241319484983071,0.757585363393287,0.80000015685631,6.06201888667187,0.501527838258423,0,1.3221732
Qg_full_ES,1,0.5,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.905005778040377,18,0.23460977068229,0.770744582183762,0.8,5.90206355858643,0.658687695869489,0,1.2307003
ES_only,0,0.5,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.904019374493085,18,0.238131346461296,0.749825988595802,0.8,5.93026399448978,0,0,1.1718085
ES_Qg25,0.25,0.5,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.905105893707929,18,0.227141436298213,0.794370663248757,0.800000071323808,5.73376750831208,0.175208010503396,0,1.2967651
ES_Qg50,0.5,0.5,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.906188867426427,18,0.230682310510803,0.767792530991109,0.800000259837263,5.56904217728064,0.300657609337675,0,1.1898054
ES_Qg75,0.75,0.5,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.907268299693073,18,0.225864131944356,0.75546038402342,0.8,5.40903635200756,0.445732862373632,0,1.3681836
Qg_full_ES,1,0.5,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.908344237137355,18,0.212705742759619,0.782595898056287,0.8,5.24941959712062,0.665668899088171,0,1.1685021
ES_only,0,0.5,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.905274520630226,18,0.227794545130605,0.755399841129444,0.8,5.66710260624368,0,0,1.3562883
ES_Qg25,0.25,0.5,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.906359048717606,18,0.223561900432797,0.756453425218651,0.8,5.49116608621347,0.145554164062523,0,1.4189964
ES_Qg50,0.5,0.5,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.907440053004803,18,0.215485288306538,0.776265925035479,0.8,5.3308553685216,0.319582055760891,0,1.3575445
ES_Qg75,0.75,0.5,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.908517543894101,18,0.209419615753309,0.777368433551859,0.8,5.17093619495236,0.49868590319808,0,1.3095828
Qg_full_ES,1,0.5,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.909591549534068,18,0.205362801750135,0.768972457340992,0.8,5.01140582450469,0.641005563052353,0,1.173219
ES_only,0,0.5,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.905480959111458,18,0.258872557187568,0.683217407620514,0.800000556572651,5.62376246878125,0,0,1.0560072
ES_Qg25,0.25,0.5,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.906565139646694,18,0.250263129731342,0.667122126180244,0.799999999586146,5.45194302069432,0.147704377616891,0,0.977083
ES_Qg50,0.5,0.5,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.907645911681723,18,0.242075657406915,0.635192690861364,0.800000660183979,5.29163624726395,0.297059153740847,0,1.065049
ES_Qg75,0.75,0.5,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.908723057615116,18,0.235563520033472,0.642397966674639,0.800000339914744,5.13173159735029,0.453998428301356,0,1.0063608
Qg_full_ES,1,0.5,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.909796804626657,18,0.230705103350506,0.6380177373905,0.8,4.97220746772562,0.611933508295758,0,0.9787508
ES_only,0,0.6,0,4,0,4,[8 14 30 32],0.868533262342032,18,0.389480080675061,0.999451682995436,1,13.4692207218286,0,0,1.2464776
ES_Qg25,0.25,0.6,0,4,0,4,[8 14 30 32],0.86968175282853,18,0.381343270617575,0.991166793447005,1,13.017112915251,0.178061675066296,0,1.3531089
ES_Qg50,0.5,0.6,0,4,0,4,[8 14 30 32],0.87082620553884,18,0.374723036664582,0.983718030538688,1,12.5733625445772,0.356912824625327,0,1.3649409
ES_Qg75,0.75,0.6,0,4,0,4,[8 14 30 32],0.871966522273737,18,0.373597894852693,0.959400662605881,1,12.1411949338966,0.532548394276264,0,1.2708747
Qg_full_ES,1,0.6,0,4,0,4,[8 14 30 32],0.873102874411887,18,0.361661883417046,0.997576445100336,1.00000013902817,11.7180651773136,0.736567030921315,0,1.3613624
ES_only,0,0.6,0,8,0,8,[7 8 14 18 29 30 31 32],0.892017861014512,18,0.280953679082568,0.975801784255762,1,7.44466390206081,0,0,1.2911464
ES_Qg25,0.25,0.6,0,8,0,8,[7 8 14 18 29 30 31 32],0.89311697656219,18,0.27420635791649,0.987819312488606,1.00000010780515,7.16488781887778,0.177088175344478,0,1.3067335
ES_Qg50,0.5,0.6,0,8,0,8,[7 8 14 18 29 30 31 32],0.894212530249334,18,0.278638587775509,0.968847037902728,1.00000233284604,6.89390480136816,0.343917296290438,0,1.4854402
ES_Qg75,0.75,0.6,0,8,0,8,[7 8 14 18 29 30 31 32],0.895304267407834,18,0.261652279424894,0.996170500757993,1.00000011051317,6.62931671819262,0.56191176693538,0,1.4386657
Qg_full_ES,1,0.6,0,8,0,8,[7 8 14 18 29 30 31 32],0.896392503367095,18,0.260318872694136,0.993370587677998,1.00000027206169,6.3798732850128,0.720798341545736,0,1.2857509
ES_only,0,0.6,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.912316531818945,18,0.233434483229928,0.988427819343262,1,4.72346437013554,0,0,1.1939975
ES_Qg25,0.25,0.6,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.913379331469611,18,0.227389111536486,0.995346790364801,1,4.56526479934964,0.159314102772361,0,1.2605085
ES_Qg50,0.5,0.6,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.914438753340236,18,0.226194475853254,0.972117708424278,1,4.40744369585934,0.304936863528828,0,1.2453422
ES_Qg75,0.75,0.6,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.915494832246152,18,0.219569505653032,0.994985775277245,1,4.24999780311426,0.491181959383529,0,1.2295387
Qg_full_ES,1,0.6,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.916547610491708,18,0.21443638480959,0.988572060186683,1,4.09292300543435,0.687256770057244,0,1.3168104
ES_only,0,0.6,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.922901327921311,18,0.155827850488671,0.993870372792124,1,2.98530870587981,0,0,1.2185791
ES_Qg25,0.25,0.6,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.923946047916078,18,0.152072425634543,0.994857179559566,1,2.84422638758383,0.152268256035407,0,1.2217744
ES_Qg50,0.5,0.6,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.924987544774758,18,0.146259301149372,0.994772110539653,1.00000020081603,2.70861433400199,0.327401317071787,0,1.2035395
ES_Qg75,0.75,0.6,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.926025820212146,18,0.143587318758546,0.988114285295796,1.00000018396986,2.57343524328701,0.473779083568668,0,1.3745703
Qg_full_ES,1,0.6,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.927060911370598,18,0.13904543250542,0.994546343200456,1,2.43855768596934,0.690470836032685,0,1.2865991
ES_only,0,0.6,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.932005334601878,18,0.129033260279602,0.987199088470714,1,1.79404366908203,0,0,1.2472722
ES_Qg25,0.25,0.6,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.933035097199909,18,0.124230372614208,0.996933763362641,1,1.66513709434456,0.161054220047781,0,1.2537227
ES_Qg50,0.5,0.6,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.934061744515741,18,0.123799347014881,0.987359718883973,1,1.53651195090448,0.307860987449383,0,1.3032107
ES_Qg75,0.75,0.6,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.935085303545672,18,0.118785112857147,0.986832657910366,1,1.40816617301313,0.489812398036487,0,1.1329509
Qg_full_ES,1,0.6,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.936105786134371,18,0.113709897497483,0.98927547112176,1,1.28401413074059,0.674222987135463,0,1.2737409
ES_only,0,0.6,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.936773561645559,18,0.10772051399435,0.996263872333279,1,1.0940184922017,0,0,1.165189
ES_Qg25,0.25,0.6,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.937795979058212,18,0.103604528866769,0.998788731656031,1,0.978620250310641,0.172084497214233,0,1.3699674
ES_Qg50,0.5,0.6,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.938815342139614,18,0.101759836088075,0.996246250618676,1,0.863466468855642,0.367276640482014,0,1.2503533
ES_Qg75,0.75,0.6,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.939831670406358,18,0.096913430327643,0.996774657567893,1,0.753205629345329,0.559361662691525,0,1.1448225
Qg_full_ES,1,0.6,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.940844988097989,18,0.0951037078335402,0.991616995103152,1,0.652591989993655,0.684264969514175,0,1.224024
ES_only,0,0.6,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.938566185831411,18,0.0989688574606777,0.995712548387384,1,0.858700681181774,0,0,1.4146589
ES_Qg25,0.25,0.6,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.939586122821393,18,0.098528837973555,0.989100815721184,1,0.750628458064097,0.152834979367881,0,1.2066704
ES_Qg50,0.5,0.6,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.940603025552369,18,0.0910249062108754,0.998411177399449,1,0.65058600318272,0.376476217286189,0,1.2302891
ES_Qg75,0.75,0.6,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.941616915068882,18,0.0882674697732441,0.995987733626184,1,0.556903686170479,0.552821392953551,0,1.3352947
Qg_full_ES,1,0.6,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.942627811281769,18,0.0891100601349476,0.988800340674525,1,0.467148114136138,0.69652164083,0,1.4297078
ES_only,0,0.6,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.938862773898248,18,0.152198329256665,0.78233702604422,1.00000018083066,0.821463297388455,0,0,1.2056513
ES_Qg25,0.25,0.6,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.939882335967372,18,0.141069133489827,0.780360437947696,1,0.717225554584674,0.128509147510922,0,1.2054029
ES_Qg50,0.5,0.6,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.940898873169712,18,0.140075172699151,0.767704895207889,1.00000022252816,0.618504364633369,0.270016805493608,0,1.174159
ES_Qg75,0.75,0.6,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.941912384637349,18,0.139632575435623,0.749201282949302,1,0.526295050728366,0.411083613229915,0,1.3303579
Qg_full_ES,1,0.6,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.942922912726304,18,0.133336595022693,0.754867044545953,1,0.439327101154222,0.558444581235838,0,1.0623904
ES_only,0,0.6,0.2,4,0,4,[8 14 30 32],0.861338551732118,18,0.434740328201849,0.796941577820295,0.8,16.1259452211009,0,0,1.2046628
ES_Qg25,0.25,0.6,0.2,4,0,4,[8 14 30 32],0.862507587216887,18,0.431070176440694,0.742290210173134,0.8,15.6305194540111,0.176753722814555,0,1.5459058
ES_Qg50,0.5,0.6,0.2,4,0,4,[8 14 30 32],0.863672360157699,18,0.420652199988151,0.794177451949872,0.8,15.1389962236209,0.357417664932978,0,0.9773074
ES_Qg75,0.75,0.6,0.2,4,0,4,[8 14 30 32],0.864832892771476,18,0.413489042310029,0.795158068021235,0.8,14.6585414262897,0.537207371593021,0,0.9410404
Qg_full_ES,1,0.6,0.2,4,0,4,[8 14 30 32],0.865989242014865,18,0.403775855578737,0.795042251614408,0.800000180095006,14.190421765117,0.749547824434455,0,1.1665039
ES_only,0,0.6,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.880534767910226,18,0.341963663211573,0.753128898471377,0.8,10.5257551851446,0,0,1.33317
ES_Qg25,0.25,0.6,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.8816614886761,18,0.331293037981695,0.796450842386735,0.8,10.116280584459,0.189234155185548,0,1.2931521
ES_Qg50,0.5,0.6,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.882784308589625,18,0.324202698702141,0.796116141168331,0.8,9.72649910499176,0.377710720255231,0,1.5956214
ES_Qg75,0.75,0.6,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.883903397102065,18,0.327550011558154,0.766324394492359,0.80000296633343,9.35914730823111,0.535809614885351,0,1.4731472
Qg_full_ES,1,0.6,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.885018448352823,18,0.314176332174616,0.794453498450309,0.800000808588847,9.00764251538484,0.731514270637423,0,1.4643979
ES_only,0,0.6,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.897182121773318,18,0.298471080108284,0.782302611498294,0.80000005993468,7.51671565982019,0,0,1.3822134
ES_Qg25,0.25,0.6,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.89827734001852,18,0.288177658275782,0.793624146508376,0.8,7.20522410718335,0.176735879095216,0,1.2386609
ES_Qg50,0.5,0.6,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.899368986168771,18,0.286054301636132,0.783973670582719,0.800004185806121,6.92665967104843,0.351671153378323,0,1.3863848
ES_Qg75,0.75,0.6,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.900456887047068,18,0.276212672605613,0.797679997010074,0.800000128224612,6.69316133638468,0.559106525353526,0,1.4774895
Qg_full_ES,1,0.6,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.90154133718529,18,0.274656103757664,0.765978951886132,0.800003030302686,6.48515119064091,0.705385984652054,0,1.2935145
ES_only,0,0.6,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.905911798620139,18,0.224269410401245,0.782251110263999,0.80000018417349,5.6606400363941,0,0,1.416536
ES_Qg25,0.25,0.6,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.906991034615393,18,0.21883923965719,0.793545269259703,0.8,5.49505551439468,0.159582314395182,0,1.416744
ES_Qg50,0.5,0.6,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.908066761197399,18,0.219303968336799,0.781940649861288,0.8,5.33561177917396,0.302103132364037,0,1.4663365
ES_Qg75,0.75,0.6,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.909139024252442,18,0.207795439532053,0.796145354158708,0.8,5.17655413520165,0.509576650816727,0,1.429914
Qg_full_ES,1,0.6,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.910207833374227,18,0.205461030858232,0.792381989800374,0.8,5.01788157109335,0.683537642351465,0,1.4386032
ES_only,0,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.913435887588618,18,0.198346030098325,0.788243356968166,0.8,4.52582538066296,0,0,1.4060745
ES_Qg25,0.25,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.914501841403898,18,0.194926785751914,0.779428366184786,0.8,4.36676479858952,0.139605940454204,0,1.4950242
ES_Qg50,0.5,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.915564401509961,18,0.190214865499909,0.769578117551676,0.8,4.20808548699102,0.307879737678541,0,1.4029033
ES_Qg75,0.75,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.916623592129602,18,0.183187078888877,0.791017278952294,0.8,4.04978525046139,0.509404445434114,0,1.4335617
Qg_full_ES,1,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.917679440732676,18,0.18548406231949,0.764875171310079,0.800000020211,3.89186163775067,0.604608410285708,0,1.4894592
ES_only,0,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.91737721114742,18,0.17827474627662,0.781721238579486,0.8,3.76160838638889,0,0,1.3148184
ES_Qg25,0.25,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.91843660001833,18,0.175661159308731,0.774361681650192,0.8,3.60992821522496,0.139285551688399,0,1.6010277
ES_Qg50,0.5,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.919492649936087,18,0.1688838380444,0.789056493211117,0.8,3.46180250925806,0.318487789333847,0,1.680977
ES_Qg75,0.75,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.920545387786871,18,0.163472387639709,0.79140990499035,0.8,3.31492362961125,0.515386545301152,0,1.5223019
Qg_full_ES,1,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.921594840992723,18,0.161285228660475,0.784818773019641,0.8,3.17341284987171,0.675867290510134,0,1.624566
ES_only,0,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.918852917391181,18,0.173344925938567,0.750048373474361,0.800000148975887,3.50101958649171,0,0,1.6522126
ES_Qg25,0.25,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.919910092748243,18,0.167145974268562,0.755806035164601,0.8,3.3551652642172,0.131169946509948,0,1.643142
ES_Qg50,0.5,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.920963954857242,18,0.157676303035853,0.794390573910204,0.8,3.21308472358023,0.339279105780414,0,1.4904333
ES_Qg75,0.75,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.922014524222705,18,0.152298559578473,0.796581931512404,0.8,3.07502800746375,0.554934029551045,0,1.3853619
