h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
0.999999879711246,0.999999878907798,0.999999879032012,0.999999878404949,0.999999879032012,0.999999879711246,0.999999884838563,0.99999988763369,0.999999891844413,0.99999989288812,0.999999891844413,0.999999890767079,0.999999889684726,0.999999888575612,0.999999889110854,0.999999891844413,0.999999896015421,0.999999819871729,0.999999820147786,0.999999820321312,0.999999819682968,0.999999894448813,0.99999988726424,0.999999882812016
0.999999883754807,0.999999882858599,0.99999988279297,0.999999882109784,0.99999988279297,0.999999883754807,0.999999889524246,0.999999893141616,0.999999895969943,0.999999896693019,0.999999895969943,0.999999895225252,0.999999894486758,0.999999893731607,0.999999894091357,0.999999895969943,0.999999900102361,0.999999821346869,0.999999821762084,0.999999821970625,0.999999821198003,0.999999898297101,0.99999989300857,0.999999887185453
0.999999859976138,0.999999860431545,0.999999869969364,0.99999986928801,0.999999869969364,0.999999859976138,0.999999860948762,0.999999853865575,0.999999851516659,0.999999851264635,0.999999851516659,0.999999851576105,0.999999851709745,0.999999851812971,0.999999851468311,0.999999851516659,0.999999850360923,0.99999977902024,0.999999764960932,0.999999762054688,0.999999773107372,0.999999851379299,0.999999858090586,0.999999860384355
0.999999711283312,0.999999707562944,0.99999978439087,0.999999767571021,0.99999978439087,0.999999711283312,0.999999695760809,0.999999545108598,0.999999498892981,0.99999949149004,0.999999498892981,0.999999495930506,0.999999492717386,0.999999491804066,0.999999481240595,0.999999498892981,0.999999282344374,0.999999144824338,0.999997840607068,0.99999750438863,0.999998826453575,0.999999344777792,0.999999674262125,0.999999704328511
0.999999698840663,0.999999693246108,0.99999977376038,0.999999757254237,0.99999977376038,0.999999698840663,0.999999675996582,0.99999951719174,0.999999469883853,0.999999460227021,0.999999469883853,0.999999465440624,0.999999461069532,0.999999459620862,0.9999994483382,0.999999469883853,0.999999259267303,0.999999099867105,0.999997486431719,0.999997078548656,0.999998736324875,0.999999316183547,0.999999650362615,0.999999688077287
0.999999911395291,0.999999911724015,0.99999992161245,0.999999922208707,0.99999992161245,0.999999911395291,0.99999990992681,0.999999828923058,0.999999818626999,0.999999816458641,0.999999818626999,0.999999819758128,0.999999820997785,0.999999821842509,0.999999820471298,0.999999818626999,0.99999979677469,0.999999771105175,0.999999696461079,0.999999677703998,0.999999742228015,0.999999810530786,0.999999900928394,0.999999911697657
0.99999991194095,0.99999991236955,0.999999922118602,0.999999922733711,0.999999922118602,0.99999991194095,0.99999991086647,0.999999827783688,0.999999816820617,0.999999814473951,0.999999816820617,0.999999818244134,0.999999819891868,0.999999820923888,0.999999819524385,0.999999816820617,0.99999979269224,0.999999767968936,0.99999969031116,0.999999670923607,0.999999733693901,0.999999809052176,0.999999901224142,0.999999912022032
0.999999913024664,0.999999914052121,0.999999923256902,0.999999924023343,0.999999923256902,0.999999913024664,0.999999912657788,0.999999829118097,0.999999817400831,0.999999814367951,0.999999817400831,0.999999819658762,0.999999821907357,0.99999982387473,0.999999822305569,0.999999817400831,0.999999786712126,0.99999976900242,0.999999686143946,0.9999996631396,0.999999716308483,0.999999811756517,0.999999902532792,0.999999914311539
0.99999982960033,0.999999830935298,0.9999998807222,0.999999878364021,0.9999998807222,0.99999982960033,0.999999805446505,0.999999441746656,0.999999422502127,0.99999939264683,0.999999422502127,0.999999418742089,0.999999406762198,0.999999403745655,0.99999939649222,0.999999422502127,0.999999025027566,0.999995252225677,0.553156333116256,0.425198628414473,0.974353041392606,0.999999389475266,0.999999747555829,0.999999818239602
0.999988448804284,0.999976400474577,0.999997233331652,0.999998831091169,0.999997233331652,0.999988448804283,0.457172411128138,0.200000175023831,0.200000154755039,0.200000148556253,0.200000154755039,0.200000160136423,0.20000016484088,0.200000166620622,0.200000164129645,0.200000154755039,0.200000088995548,0.200000104547329,0.200000060025841,0.200000056342659,0.200000059644907,0.200000149130881,0.200000520464917,0.677930333968803
0.999999822047848,0.999999820571966,0.999999877425747,0.999999874432113,0.999999877425747,0.999999822047848,0.999999608484064,0.999999284663851,0.999998993464933,0.999998583484169,0.999998993464933,0.999999147207632,0.999999235714072,0.999999281934029,0.99999926268659,0.999998993464933,0.849933246844978,0.277066585364692,0.200001107374339,0.200000847116146,0.200001052359322,0.999997308082526,0.999999508652799,0.999999654416261
0.99999963105584,0.999999610372605,0.999999765111027,0.999999751301758,0.999999765111027,0.99999963105584,0.999999468219654,0.857561562500726,0.573957024481577,0.467565066361053,0.573957024481577,0.685150051087198,0.715148333397333,0.745288344087496,0.730040691385287,0.573957024481577,0.200000685299275,0.200001056857358,0.20000034651617,0.200000296217934,0.200000322881257,0.246871504927687,0.999996565751914,0.999999572747695
0.999999910938382,0.999999912552108,0.999999923728673,0.999999925131247,0.999999923728673,0.999999910938382,0.999999907953095,0.999999786966852,0.999999770746423,0.999999760477071,0.999999770746423,0.999999775690293,0.999999780531284,0.999999784931843,0.999999783066787,0.999999770746423,0.999999702784865,0.999999703004859,0.999999452278312,0.999999329641347,0.999999516571311,0.999999770106607,0.999999892913747,0.99999991026014
